Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait Condition,Trait Effect,Trait,Wep Type,Wep Cat,Notes
140,Palace Athene,00-00-5-01,25,5,,2,1,10,8,570,187,187,570,364,201,201,49,,,,,,Haro Chip Capsule
141,Shield [Palace Athene],00-00-8-01,25,8,,2,1,10,15,270,0,0,942,364,209,209,50,,,,,,Haro Chip Capsule
142,GM III,00-00-1-01,26,1,,1,1,2,8,372,137,287,372,287,138,54,3,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
143,GM III,00-00-2-01,26,2,,1,1,2,8,640,287,137,287,287,190,0,,When attacking with Beam,Strong Melee DMG output boosted by 10,"When attacking with Beam, Strong Melee DMG output boosted by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
144,GM III,00-00-3-01,26,3,,1,1,2,16,287,899,0,372,372,0,0,51,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
145,GM III,00-00-4-01,26,4,,1,1,2,16,372,137,137,372,287,190,138,52,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
146,GM III,00-00-5-01,26,5,,1,1,2,16,372,137,137,372,287,190,138,14,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
147,Döven Wolf,00-00-1-01,27,1,,2,1,10,2,363,186,1088,363,363,0,200,3,,,,,,Haro Chip Capsule
148,Döven Wolf,00-00-2-01,27,2,,2,1,10,8,754,186,186,569,569,0,280,53,,,,,,Haro Chip Capsule
149,Döven Wolf,00-00-3-01,27,3,,2,1,10,2,363,1088,186,569,569,0,0,,When attacking with Beam,Sp. Shot DMG output boosted by 15,"When attacking with Beam, Sp. Shot DMG output boosted by 15",,,Haro Chip Capsule
150,Döven Wolf,00-00-4-01,27,4,,2,1,10,2,363,186,186,569,569,200,280,,When attacking with Beam,Mid Shot Attack raised 10%,"When attacking with Beam, Mid Shot Attack raised 10%",,,Haro Chip Capsule
151,Döven Wolf,00-00-5-01,27,5,,2,1,10,8,363,186,186,569,569,200,280,54,,,,,,Haro Chip Capsule
152,Beam Rifle [Döven Wolf],00-00-7a-01,27,7,,2,1,10,8,363,0,1479,0,0,80,280,55,,,,1,8,Haro Chip Capsule
153,Jegan,00-00-1-01,28,1,,2,2,7,25,755,187,570,364,364,201,0,56,,,,,,Haro Chip Capsule
154,Jegan,00-00-2-01,28,2,,2,2,7,25,1090,187,187,364,364,281,0,,Supporter Job,EX Skill piercing boosted 16%,"Supporter Job, EX Skill piercing boosted 16%",,,Haro Chip Capsule
155,Jegan,00-00-3-01,28,3,,2,2,7,25,570,570,187,570,570,81,0,,With Bazooka category equipped,Sp. Shot DMG output boosted by 15,"With Bazooka category equipped, Sp. Shot DMG output boosted by 15",,,Haro Chip Capsule
156,Jegan,00-00-4-01,28,4,,2,2,7,19,570,187,187,570,570,81,281,11,,,,,,Haro Chip Capsule
157,Jegan,00-00-5-01,28,5,,2,2,7,19,570,187,187,570,570,281,81,,Beam ranged weapon,magazine boosted 14%,"Beam ranged weapon, magazine boosted 14%",,,Haro Chip Capsule
158,Shield [Jegan],00-00-8-01,28,8,,2,2,7,19,570,0,0,570,570,462,0,41,,,,,,Haro Chip Capsule
159,Geara Doga,00-00-1-01,29,1,,2,2,2,18,570,187,364,570,187,201,81,57,,,,,,Haro Chip Capsule
160,Geara Doga,00-00-2-01,29,2,,2,2,2,7,754,187,187,754,364,281,0,,When Armor is 30% or less,Buff EX Skill effect up 12%,"When Armor is 30% or less, Buff EX Skill effect up 12%",,,Haro Chip Capsule
161,Geara Doga,00-00-3-01,29,3,,2,2,2,7,187,1480,187,754,187,0,0,,When Armor is 30% or less,Melee DMG taken reduced by 15,"When Armor is 30% or less, Melee DMG taken reduced by 15",,,Haro Chip Capsule
162,Geara Doga,00-00-4-01,29,4,,2,2,2,20,364,187,187,754,364,201,281,58,,,,,,Haro Chip Capsule
163,Geara Doga,00-00-5-01,29,5,,2,2,2,20,364,187,187,754,364,281,201,31,,,,,,Haro Chip Capsule
164,Beam Sword-Axe,00-00-6b-01,29,6,,2,2,2,18,187,1864,0,0,0,201,81,,,Melee DMG output boosted by 15,Melee DMG output boosted by 15,1,1,Haro Chip Capsule
165,Beam Machine Gun [Geara Doga],00-00-7c-01,29,7,,2,2,2,18,570,0,1089,0,0,281,201,59,,,,1,9,Haro Chip Capsule
166,Shield [Geara Doga],00-00-8-01,29,8,,2,2,2,20,364,0,0,1089,364,462,0,60,,,,,,Haro Chip Capsule
167,Gundam NT-1 [Chobham Armor],00-00-1-01,30,1,,4,1,25,11,891,292,891,891,558,127,302,3,,,,,,Haro Chip Capsule
168,Gundam NT-1 [Chobham Armor],00-00-2-01,30,2,,4,1,11,16,1435,292,292,558,558,0,430,61,,,,,,Haro Chip Capsule
169,Gundam NT-1 [Chobham Armor],00-00-3-01,30,3,,4,1,11,16,558,891,292,891,891,0,127,,Middle-Shooter Job,Enemy Sp. Shot power reduced 25%,"Middle-Shooter Job, Enemy Sp. Shot power reduced 25%",,,Haro Chip Capsule
170,Gundam NT-1 [Chobham Armor],00-00-4-01,30,4,,4,1,11,25,891,292,292,1144,292,127,430,,With Technique attribute (self),Enemy Melee power reduced 25%,"With Technique attribute (self), Enemy Melee power reduced 25%",,,Haro Chip Capsule
171,Gundam NT-1 [Chobham Armor],00-00-5-01,30,5,,4,1,11,25,891,292,292,891,558,127,430,,When Armor is 60% or more,28% chance to not recoil,"When Armor is 60% or more, 28% chance to not recoil",,,Haro Chip Capsule
172,Zaku II Kai,00-00-1-01,31,1,,2,2,9,23,570,187,570,570,364,139,139,,With Machine Gun category equipped,Close Shot Attack raised 10%,"With Machine Gun category equipped, Close Shot Attack raised 10%",,,Haro Chip Capsule
173,Zaku II Kai,00-00-2-01,31,2,,2,2,9,18,942,187,187,364,364,139,139,,When Armor is 60% or more,Debuff EX Skill effect up 12%,"When Armor is 60% or more, Debuff EX Skill effect up 12%",,,Haro Chip Capsule
174,Zaku II Kai,00-00-3-01,31,3,,2,2,9,18,364,570,187,570,570,29,29,,With Machine Gun category equipped,Melee DMG output boosted by 15%,"With Machine Gun category equipped, Melee DMG output boosted by 15%",,,Haro Chip Capsule
175,Zaku II Kai,00-00-4-01,31,4,,2,2,9,23,570,187,187,757,187,201,201,11,,,,,,Haro Chip Capsule
176,Zaku II Kai,00-00-5-01,31,5,,2,2,9,18,570,187,187,570,364,201,201,,"With ""Gundam Type"" enemy",Debuff EX Skill effect up 12%,"With ""Gundam Type"" enemy, Debuff EX Skill effect up 12%",,,Haro Chip Capsule
177,Zaku Machine Gun [Zaku II Kai],00-00-7c-01,31,7,,2,2,9,23,570,0,1090,364,0,201,201,62,,,,2,9,Haro Chip Capsule
178,Gelgoog Jäger,00-00-1-01,32,1,,1,1,7,17,365,187,1278,365,187,0,81,3,,,,,,Haro Chip Capsule
179,Gelgoog Jäger,00-00-2-01,32,2,,1,1,7,17,571,187,187,757,365,0,282,,Supporter Job,Buff EX Skill time up 12%,"Supporter Job, Buff EX Skill time up 12%",,,Haro Chip Capsule
180,Gelgoog Jäger,00-00-3-01,32,3,,1,1,7,5,365,943,187,571,365,0,0,63,,,,,,Haro Chip Capsule
181,Gelgoog Jäger,00-00-4-01,32,4,,1,1,7,5,365,187,365,571,187,202,282,,With Machine Gun category equipped,Sp. Shot power boosted 18%,"With Machine Gun category equipped, Sp. Shot power boosted 18%",,,Haro Chip Capsule
182,Gelgoog Jäger,00-00-5-01,32,5,,1,1,5,7,365,187,187,757,187,202,282,,Middle-Shooter Job,Vernier recovery rate boosted 12%,"Middle-Shooter Job, Vernier recovery rate boosted 12%",,,Haro Chip Capsule
183,Large Beam Machine Gun [Gelgoog Jäger],00-00-7c-01,32,7,,1,1,7,17,187,0,1663,365,0,81,202,,With Machine Gun category equipped,Sp. Shot power boosted 18%,"With Machine Gun category equipped, Sp. Shot power boosted 18%",1,9,Haro Chip Capsule
184,Hy-Gogg,00-00-2-01,33,2,1,2,3,4,17,1088,363,569,1088,1088,460,0,64,,,,,,Haro Chip Capsule
185,Hy-Gogg,00-00-3-01,33,3,,2,3,4,22,363,569,186,569,569,200,80,65,,,,,,Haro Chip Capsule
186,Hy-Gogg,00-00-4-01,33,4,,2,3,4,22,363,186,186,754,754,80,200,,"With ""Mass P."" enemy",Close Shot Attack raised 10%,"With ""Mass P."" enemy, Close Shot Attack raised 10%",,,Haro Chip Capsule
187,Hy-Gogg,00-00-5-01,33,5,,2,3,4,22,363,186,186,754,754,200,80,,"With ""Ace Excl."" enemy",Enemy Sp. Shot power reduced 18%,"With ""Ace Excl."" enemy, Enemy Sp. Shot power reduced 18%",,,Haro Chip Capsule
188,Kämpfer,00-00-1-01,34,1,,3,2,10,7,291,291,2300,291,889,0,0,3,,,,,,Haro Chip Capsule
189,Kämpfer,00-00-2-01,34,2,,3,2,10,7,1142,291,291,558,1142,428,0,,With Technique attribute (self),Buff EX Skill time up 15%,"With Technique attribute (self), Buff EX Skill time up 15%",,,Haro Chip Capsule
190,Kämpfer,00-00-3-01,34,3,,3,2,10,17,889,558,291,291,1142,302,126,,When attacking with Physical,Strong Melee CRIT rate boosted 17%,"When attacking with Physical, Strong Melee CRIT rate boosted 17%",,,Haro Chip Capsule
191,Kämpfer,00-00-4-01,34,4,,3,2,10,26,558,291,291,558,1142,302,428,66,,,,,,Haro Chip Capsule
192,Kämpfer,00-00-5-01,34,5,,3,2,10,26,558,291,291,558,1142,428,302,67,,,,,,Haro Chip Capsule
193,GM Command [Space Type],00-00-1-01,35,1,,1,3,5,16,137,137,1016,137,373,0,0,3,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
194,GM Command [Space Type],00-00-2-01,35,2,,1,3,5,16,511,137,137,287,511,110,110,,With Rifle category equipped,Strong Melee DMG taken reduced by 10,"With Rifle category equipped, Strong Melee DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
195,GM Command [Space Type],00-00-3-01,35,3,,1,3,5,20,373,287,137,137,511,110,110,,With Rifle category equipped,Sp. Shot DMG taken reduced by 10,"With Rifle category equipped, Sp. Shot DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
196,GM Command [Space Type],00-00-4-01,35,4,,1,3,5,20,287,137,137,287,511,138,138,14,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
197,GM Command [Space Type],00-00-5-01,35,5,,1,3,5,20,287,137,137,287,511,138,138,,With Speed attribute (self),Debuff EX Skill effect up 10%,"With Speed attribute (self), Debuff EX Skill effect up 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
198,Beam Gun [GM Command],00-00-7a-01,35,7,,1,3,5,19,137,0,1310,0,0,110,110,,All-Rounder Job,Shooting DMG taken reduced by 10,"All-Rounder Job, Shooting DMG taken reduced by 10",1,8,"Free Missions, Friend Point Capsule, Capital Shop"
199,Bullpup Machine Gun,00-00-7c-01,35,7,,1,3,5,19,137,0,1310,0,0,110,110,,With Speed attribute (self),Initial EX Skill charge boosted 10%,"With Speed attribute (self), Initial EX Skill charge boosted 10%",2,9,"Free Missions, Friend Point Capsule, Capital Shop"
200,Curved Shield [GM Command],00-00-8-01,35,8,,1,3,5,19,287,0,0,287,798,143,143,68,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
201,Den'an Zon,00-00-1-01,36,1,,2,2,2,6,570,187,1089,187,187,201,81,,When Armor is 30% or less,Shooting DMG output boosted by 15,"When Armor is 30% or less, Shooting DMG output boosted by 15",,,Haro Chip Capsule
202,Den'an Zon,00-00-2-01,36,2,,2,2,2,6,942,187,364,364,364,281,0,69,,,,,,Haro Chip Capsule
203,Den'an Zon,00-00-3-01,36,3,8,2,2,2,6,1089,364,364,942,1275,371,81,70,,,,,,Haro Chip Capsule
204,Den'an Zon,00-00-4-01,36,4,,2,2,2,7,570,187,187,364,570,281,201,,Middle-Shooter Job,Long Shot Attack raised 10%,"Middle-Shooter Job, Long Shot Attack raised 10%",,,Haro Chip Capsule
205,Den'an Zon,00-00-5-01,36,5,,2,2,2,7,570,187,187,364,570,281,201,71,,,,,,Haro Chip Capsule
206,Shot Lancer,00-00-6d-01,36,6,,2,2,2,20,570,1089,0,0,187,201,81,,Out-Fighter Job,Initial EX Skill charge boosted 11%,"Out-Fighter Job, Initial EX Skill charge boosted 11%",2,6,Haro Chip Capsule
207,Shot Lancer [Heavy Machine Gun],00-00-7c-01,36,7,,2,2,2,25,570,0,1480,0,0,281,81,,When Armor is 30% or less,Shooting DMG output boosted by 15,"When Armor is 30% or less, Shooting DMG output boosted by 15",2,9,Haro Chip Capsule
208,GM Custom,00-00-1-01,37,1,,1,3,5,3,287,138,902,287,138,0,55,3,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
209,GM Custom,00-00-2-01,37,2,,1,3,5,3,376,138,138,511,287,0,194,16,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
210,GM Custom,00-00-3-01,37,3,,1,3,5,21,287,641,138,376,287,0,0,,Physical ranged weapon,reload speed boosted 10%,"Physical ranged weapon, reload speed boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
211,GM Custom,00-00-4-01,37,4,,1,3,5,21,287,138,287,376,138,138,194,,With Speed attribute (self),EX Skill piercing boosted 15%,"With Speed attribute (self), EX Skill piercing boosted 15%",,,"Free Missions, Friend Point Capsule, Capital Shop"
212,GM Custom,00-00-5-01,37,5,,1,3,5,19,287,138,138,511,138,138,194,14,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
213,Curved Shield [GM Custom],00-00-8-01,37,8,,1,3,5,19,287,0,0,641,287,55,265,,With Speed attribute (self),Sp. Shot DMG taken reduced by 10,"With Speed attribute (self), Sp. Shot DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
214,Dom Tropen,00-00-1-01,38,1,,1,2,11,23,372,137,372,287,372,138,54,,Beam ranged weapon,magazine boosted 10%,"Beam ranged weapon, magazine boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
215,Dom Tropen,00-00-2-01,38,2,,1,2,11,23,640,137,137,287,511,54,0,16,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
216,Dom Tropen,00-00-3-01,38,3,,1,2,11,23,287,372,137,372,511,54,0,,When Armor is 50% or less,Melee DMG taken reduced by 10,"When Armor is 50% or less, Melee DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
217,Dom Tropen,00-00-4-01,38,4,,1,2,11,8,372,137,137,137,511,190,54,,When Armor is 50% or less,Strong Melee DMG taken reduced by 10,"When Armor is 50% or less, Strong Melee DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
218,Dom Tropen,00-00-5-01,38,5,,1,2,11,8,372,137,137,287,372,190,54,21,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
219,Raketen Bazooka,00-00-7d-01,38,7,,1,2,11,8,372,0,797,0,287,190,54,,With Bazooka category equipped,Enemy Shooting power reduced 10%,"With Bazooka category equipped, Enemy Shooting power reduced 10%",2,12,"Free Missions, Friend Point Capsule, Capital Shop"
220,Dom Tropen [Sand Brown],00-00-1-01,39,1,,1,3,11,17,372,137,372,287,372,54,138,,Physical ranged weapon,magazine boosted 10%,"Physical ranged weapon, magazine boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
221,Dom Tropen [Sand Brown],00-00-2-01,39,2,,1,3,11,17,640,137,137,287,511,0,54,,Middle-Shooter Job,Strong Melee DMG output boosted by 10,"Middle-Shooter Job, Strong Melee DMG output boosted by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
222,Dom Tropen [Sand Brown],00-00-3-01,39,3,,1,3,11,21,287,372,137,372,511,0,54,,When Armor is 50% or less,Melee DMG taken reduced by 10,"When Armor is 50% or less, Melee DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
223,Dom Tropen [Sand Brown],00-00-4-01,39,4,,1,3,11,21,372,137,137,137,511,54,190,,When Armor is 50% or less,Melee DMG taken reduced by 10,"When Armor is 50% or less, Melee DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
224,Dom Tropen [Sand Brown],00-00-5-01,39,5,,1,3,11,21,372,137,137,287,372,54,190,21,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
225,Gundam Rose,00-00-1-01,40,1,,3,1,14,24,559,292,1436,292,891,303,127,,With Power attribute (self),Long Shot Attack raised 14%,"With Power attribute (self), Long Shot Attack raised 14%",,,Haro Chip Capsule
226,Gundam Rose,00-00-2-01,40,2,,3,1,14,24,891,559,292,559,1144,430,0,72,,,,,,Haro Chip Capsule
227,Gundam Rose,00-00-3-01,40,3,8,3,1,14,24,1144,1994,292,1144,2304,592,127,73,,,,,,Haro Chip Capsule
228,Gundam Rose,00-00-4-01,40,4,,3,1,14,8,559,292,292,292,891,430,303,74,,,,,,Haro Chip Capsule
229,Gundam Rose,00-00-5-01,40,5,,3,1,14,8,559,292,292,292,891,430,303,,With Saber category equipped,Buff EX Skill time up 15%,"With Saber category equipped, Buff EX Skill time up 15%",,,Haro Chip Capsule
230,Chevalier Saber,00-00-6a-01,40,6,,3,1,14,8,292,2594,0,0,559,303,127,,,Job Gauge increase boosted 13%,Job Gauge increase boosted 13%,2,2,Haro Chip Capsule
231,Wing Gundam [Pre-Registration Reward],00-00-1-01,41,1,,4,3,12,8,187,187,1480,187,570,0,0,3,,,,,,Pre-Registration Reward
232,Wing Gundam [Pre-Registration Reward],00-00-2-01,41,2,,4,3,12,1,754,187,187,364,754,0,281,75,,,,,,Pre-Registration Reward
233,Wing Gundam [Pre-Registration Reward],00-00-3-01,41,3,,4,3,12,8,570,364,187,187,754,81,201,,,Melee DMG output boosted by 25,Melee DMG output boosted by 25,,,Pre-Registration Reward
234,Wing Gundam [Pre-Registration Reward],00-00-4-01,41,4,,4,3,12,13,364,187,187,364,754,281,201,,With Power attribute (self),Long Shot Attack raised 14%,"With Power attribute (self), Long Shot Attack raised 14%",,,Pre-Registration Reward
235,Wing Gundam [Pre-Registration Reward],00-00-5-01,41,5,,4,3,12,13,364,187,187,364,754,201,281,,All-Rounder Job,EX Skill piercing boosted 22%,"All-Rounder Job, EX Skill piercing boosted 22%",,,Pre-Registration Reward
236,Beam Saber [Wing / Pre-Registration Reward],00-00-6a-01,41,6,,4,3,12,13,570,1089,0,0,0,201,281,,Defender Job,Job Gauge increase boosted 11%,"Defender Job, Job Gauge increase boosted 11%",1,2,Pre-Registration Reward
237,Buster Rifle [Pre-Registration Reward],00-00-7a-01,41,7,,4,3,12,8,187,0,1864,0,0,81,201,,All-Rounder Job,EX Skill power boosted 25%,"All-Rounder Job, EX Skill power boosted 25%",1,8,Pre-Registration Reward
238,Shield [Wing / Pre-Registration Reward],00-00-8-01,41,8,,4,3,12,8,364,0,0,364,1089,0,462,,With Technique attribute (self),Sp. Shot DMG taken reduced by 15,"With Technique attribute (self), Sp. Shot DMG taken reduced by 15",,,Pre-Registration Reward
239,Serpent Custom,00-00-1-01,42,1,,1,3,2,10,137,137,1012,137,372,0,0,,When Armor is 90% or more,Projectile speed boosted 10%,"When Armor is 90% or more, Projectile speed boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
240,Serpent Custom,00-00-2-01,42,2,,1,3,2,10,511,137,137,287,511,190,0,42,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
241,Serpent Custom,00-00-3-01,42,3,,1,3,2,8,372,287,137,137,511,138,54,7,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
242,Serpent Custom,00-00-4-01,42,4,,1,3,2,8,287,137,137,287,511,138,190,,Long-Shooter Job,Sp. Shot power boosted 10%,"Long-Shooter Job, Sp. Shot power boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
243,Serpent Custom,00-00-5-01,42,5,,1,3,2,7,287,137,137,287,511,190,138,76,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
244,Bazooka [Serpent],00-00-7d-01,42,7,,1,3,2,7,137,0,1309,0,0,138,54,,"With ""Gundam Type"" enemy",Sp. Shot DMG taken reduced by 10,"With ""Gundam Type"" enemy, Sp. Shot DMG taken reduced by 10",2,12,"Free Missions, Friend Point Capsule, Capital Shop"
245,Beam Cannon [Serpent],00-00-7b-01,42,7,,1,3,2,7,137,0,1309,0,0,138,54,,Long-Shooter Job,Shooting DMG output boosted by 10,"Long-Shooter Job, Shooting DMG output boosted by 10",1,10,"Free Missions, Friend Point Capsule, Capital Shop"
246,Serpent Custom [Double Gatling Gun],00-00-1-01,43,1,,1,3,2,7,137,137,1016,137,373,0,0,,Beam ranged weapon,magazine boosted 10%,"Beam ranged weapon, magazine boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
247,Serpent Custom [Double Gatling Gun],00-00-2-01,43,2,,1,3,2,7,511,137,137,287,511,110,110,,When Armor is 90% or more,Melee DMG taken reduced by 10,"When Armor is 90% or more, Melee DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
248,Serpent Custom [Double Gatling Gun],00-00-3-01,43,3,,1,3,2,24,373,287,137,137,511,110,110,77,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
249,Serpent Custom [Double Gatling Gun],00-00-4-01,43,4,,1,3,2,24,287,137,137,287,511,138,138,,With Power attribute (self),Sp. Shot power boosted 10%,"With Power attribute (self), Sp. Shot power boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
250,Serpent Custom [Double Gatling Gun],00-00-5-01,43,5,,1,3,2,24,287,137,137,287,511,138,138,,With Power attribute (self),Sp. Shot DMG taken reduced by 10,"With Power attribute (self), Sp. Shot DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
251,Duel Gundam,00-00-1-01,44,1,,3,3,7,24,889,291,1701,291,291,302,126,78,,,,,,Haro Chip Capsule
252,Duel Gundam,00-00-2-01,44,2,,3,3,7,13,1433,291,558,558,558,428,0,,With Bazooka category equipped,Sp. Shot power boosted 25%,"With Bazooka category equipped, Sp. Shot power boosted 25%",,,Haro Chip Capsule
253,Duel Gundam,00-00-3-01,44,3,,3,3,7,13,889,558,558,889,889,0,0,79,,,,,,Haro Chip Capsule
254,Duel Gundam,00-00-4-01,44,4,,3,3,7,13,889,291,291,558,889,428,302,,When Armor is 40% or less,28% chance to not recoil,"When Armor is 40% or less, 28% chance to not recoil",,,Haro Chip Capsule
255,Duel Gundam,00-00-5-01,44,5,,3,3,7,24,889,291,291,558,889,428,302,80,,,,,,Haro Chip Capsule
256,57mm High-Energy Beam Rifle [Duel],00-00-7a-01,44,7,,3,3,7,24,889,0,2300,0,0,428,126,,With Speed attribute (self),EX Skill power boosted 25%,"With Speed attribute (self), EX Skill power boosted 25%",1,8,Haro Chip Capsule
257,Gae Bulg,00-00-7d-01,44,7,,3,3,7,24,889,0,2300,0,0,428,126,,When Armor is 40% or less,Enemy Shooting power reduced 25%,"When Armor is 40% or less, Enemy Shooting power reduced 25%",2,12,Haro Chip Capsule
258,Anti-Beam Shield [Duel],00-00-8-01,44,8,,3,3,7,23,889,0,0,558,1142,590,126,81,,,,,,Haro Chip Capsule
259,Aegis Gundam,00-00-1-01,45,1,,4,3,12,9,1181,384,2380,384,384,213,417,78,,,,,,Haro Chip Capsule
260,Aegis Gundam,00-00-2-01,45,2,,4,3,12,9,1977,384,796,796,796,0,611,,When Armor is 40% or more,Shooting DMG taken reduced by 35,"When Armor is 40% or more, Shooting DMG taken reduced by 35",,,Haro Chip Capsule
